,BTC,Gold,SPY
2015-01-02,315.0320129394531,114.08000183105469,170.12501525878906
2015-01-05,274.4739990234375,115.80000305175781,167.05264282226562
2015-01-06,286.1889953613281,117.12000274658203,165.47915649414062
2015-01-07,294.3370056152344,116.43000030517578,167.5411834716797
2015-01-08,283.3489990234375,115.94000244140625,170.51422119140625
2015-01-09,290.4079895019531,117.26000213623047,169.1477813720703
2015-01-12,267.7959899902344,118.55999755859375,167.82281494140625
2015-01-13,225.86099243164062,118.16000366210938,167.3507537841797
2015-01-14,178.10299682617188,117.97000122070312,166.34039306640625
2015-01-15,209.843994140625,120.94000244140625,164.816650390625
2015-01-16,208.0970001220703,122.5199966430664,166.97805786132812
2015-01-20,211.31500244140625,124.19999694824219,167.3341827392578
2015-01-21,226.89700317382812,124.2300033569336,168.1789093017578
2015-01-22,233.406005859375,125.2300033569336,170.6798553466797
2015-01-23,232.87899780273438,124.2300033569336,169.74407958984375
2015-01-26,273.4729919433594,122.98999786376953,170.14158630371094
2015-01-27,263.4750061035156,124.4000015258789,167.8972930908203
2015-01-28,233.9149932861328,123.41999816894531,165.7440948486328
2015-01-29,233.51300048828125,120.76000213623047,167.2761993408203
2015-01-30,226.4250030517578,123.44999694824219,165.17271423339844
2015-02-02,238.22900390625,122.41999816894531,167.2181854248047
2015-02-03,227.26800537109375,121.05000305175781,169.63641357421875
2015-02-04,226.85299682617188,121.58000183105469,168.99041748046875
2015-02-05,217.11099243164062,121.79000091552734,170.69647216796875
2015-02-06,222.26600646972656,118.63999938964844,170.224365234375
2015-02-09,220.11000061035156,119.16999816894531,169.46246337890625
2015-02-10,219.83900451660156,118.47000122070312,171.26788330078125
2015-02-11,219.18499755859375,117.06999969482422,171.36721801757812
2015-02-12,221.76400756835938,117.33999633789062,173.01524353027344
2015-02-13,235.427001953125,117.9800033569336,173.7273406982422
2015-02-17,243.61000061035156,116.01000213623047,174.0006866455078
2015-02-18,236.3260040283203,116.33999633789062,174.0172882080078
2015-02-19,240.2830047607422,115.94000244140625,173.89305114746094
2015-02-20,243.7790069580078,115.27999877929688,174.93650817871094
2015-02-23,238.89199829101562,115.43000030517578,174.91171264648438
2015-02-24,238.73500061035156,115.26000213623047,175.40855407714844
2015-02-25,237.47000122070312,115.69999694824219,175.2594757080078
2015-02-26,236.42599487304688,116.06999969482422,175.05245971679688
2015-02-27,253.8280029296875,116.16000366210938,174.45616149902344
2015-03-02,275.6700134277344,115.68000030517578,175.55760192871094
2015-03-03,281.7019958496094,115.47000122070312,174.83718872070312
2015-03-04,273.0920104980469,115.11000061035156,174.10008239746094
2015-03-05,276.1780090332031,115.0,174.29052734375
2015-03-06,272.7229919433594,111.86000061035156,171.83932495117188
2015-03-09,289.60699462890625,111.97000122070312,172.5514678955078
2015-03-10,291.760009765625,111.41999816894531,169.75238037109375
2015-03-11,296.3789978027344,110.75,169.35484313964844
2015-03-12,294.35400390625,110.72000122070312,171.50802612304688
2015-03-13,285.3370056152344,110.87999725341797,170.45623779296875
2015-03-16,290.5929870605469,110.80999755859375,172.7336883544922
2015-03-17,285.5050048828125,110.20999908447266,172.22019958496094
2015-03-18,256.29901123046875,112.37000274658203,174.29052734375
2015-03-19,260.9280090332031,112.29000091552734,173.49551391601562
2015-03-20,261.7489929199219,113.56999969482422,175.0269317626953
2015-03-23,266.739990234375,114.29000091552734,174.68594360351562
2015-03-24,245.59500122070312,114.56999969482422,173.70433044433594
2015-03-25,246.19700622558594,114.7300033569336,171.15892028808594
2015-03-26,248.53199768066406,115.4800033569336,170.7512969970703
2015-03-27,247.0290069580078,115.05999755859375,171.14224243164062
2015-03-30,247.5260009765625,113.75,173.2301788330078
2015-03-31,244.2239990234375,113.66000366210938,171.7162322998047
2015-04-01,247.27200317382812,115.5999984741211,171.1090087890625
2015-04-02,253.0050048828125,115.27999877929688,171.7245635986328
2015-04-06,255.49200439453125,116.69000244140625,172.880859375
2015-04-07,253.17999267578125,116.11000061035156,172.42332458496094
2015-04-08,245.02200317382812,115.47000122070312,173.00559997558594
2015-04-09,243.67599487304688,114.66999816894531,173.77084350585938
2015-04-10,236.07200622558594,115.97000122070312,174.7191619873047
2015-04-13,224.58700561523438,115.13999938964844,173.92893981933594
2015-04-14,219.15899658203125,114.44000244140625,174.2616729736328
2015-04-15,223.83299255371094,115.43000030517578,175.04356384277344
2015-04-16,228.572998046875,115.02999877929688,174.9936981201172
2015-04-17,222.8820037841797,115.5999984741211,172.9806365966797
2015-04-20,224.62600708007812,114.72000122070312,174.56109619140625
2015-04-21,235.2689971923828,115.37999725341797,174.35316467285156
2015-04-22,234.17599487304688,113.83000183105469,175.20994567871094
2015-04-23,236.46200561523438,114.66000366210938,175.6508331298828
2015-04-24,231.26800537109375,113.05000305175781,176.05845642089844
2015-04-27,229.28599548339844,115.33000183105469,175.32635498046875
2015-04-28,225.85499572753906,116.33000183105469,175.88377380371094
2015-04-29,225.80799865722656,115.51000213623047,175.1600341796875
2015-04-30,236.14500427246094,113.47000122070312,173.4048614501953
2015-05-01,232.07899475097656,113.08000183105469,175.28480529785156
2015-05-04,239.01800537109375,114.0999984741211,175.78390502929688
2015-05-05,236.12100219726562,114.41999816894531,173.77084350585938
2015-05-06,229.78199768066406,114.36000061035156,173.05552673339844
2015-05-07,237.33399963378906,113.41999816894531,173.7459259033203
2015-05-08,243.86300659179688,113.97000122070312,176.03350830078125
2015-05-11,242.1580047607422,113.52999877929688,175.193359375
2015-05-12,241.11199951171875,114.5,174.66925048828125
2015-05-13,236.3769989013672,116.55000305175781,174.70249938964844
2015-05-14,236.9290008544922,117.18000030517578,176.52426147460938
2015-05-15,237.60499572753906,117.52999877929688,176.7156219482422
2015-05-18,233.1280059814453,117.5199966430664,177.26461791992188
2015-05-19,231.94700622558594,115.88999938964844,177.20632934570312
2015-05-20,234.01800537109375,116.08000183105469,177.0815887451172
2015-05-21,235.343994140625,115.69000244140625,177.59735107421875
2015-05-22,240.34800720214844,115.5999984741211,177.173095703125
2015-05-26,237.11599731445312,113.91000366210938,175.26817321777344
2015-05-27,237.2830047607422,113.88999938964844,176.93190002441406
2015-05-28,237.4080047607422,114.0199966430664,176.73220825195312
2015-05-29,237.0959930419922,114.0999984741211,175.63417053222656
2015-06-01,222.92599487304688,114.0,175.9918670654297
2015-06-02,225.80299377441406,114.45999908447266,175.8172149658203
2015-06-03,225.87399291992188,113.63999938964844,176.2830352783203
2015-06-04,224.32400512695312,112.83999633789062,174.7940216064453
2015-06-05,224.95199584960938,112.23999786376953,174.49462890625
2015-06-08,228.48899841308594,112.56999969482422,173.42152404785156
2015-06-09,229.04800415039062,112.81999969482422,173.39649963378906
2015-06-10,228.80299377441406,113.77999877929688,175.47616577148438
2015-06-11,229.7050018310547,113.26000213623047,176.04180908203125
2015-06-12,229.98199462890625,113.2300033569336,174.69418334960938
2015-06-15,236.822998046875,113.7300033569336,173.945556640625
2015-06-16,250.89500427246094,113.31999969482422,174.89389038085938
2015-06-17,249.28399658203125,113.8499984741211,175.17672729492188
2015-06-18,249.0070037841797,115.31999969482422,176.99839782714844
2015-06-19,244.6060028076172,115.12000274658203,176.21270751953125
2015-06-22,246.99000549316406,113.63999938964844,177.1154022216797
2015-06-23,244.29600524902344,112.88999938964844,177.2408447265625
2015-06-24,240.51499938964844,112.58999633789062,175.9535675048828
2015-06-25,242.7989959716797,112.44000244140625,175.41856384277344
2015-06-26,243.593994140625,112.55999755859375,175.38514709472656
2015-06-29,257.0639953613281,113.06999969482422,171.7072296142578
2015-06-30,263.0719909667969,112.37000274658203,172.06671142578125
2015-07-01,258.6210021972656,111.9800033569336,173.44586181640625
2015-07-02,255.41200256347656,111.76000213623047,173.28709411621094
2015-07-06,269.0299987792969,112.05999755859375,172.79393005371094
2015-07-07,266.2070007324219,110.76000213623047,173.880615234375
2015-07-08,270.7850036621094,111.08999633789062,170.9633331298828
2015-07-09,269.2279968261719,111.36000061035156,171.27256774902344
2015-07-10,284.8940124511719,111.48999786376953,173.42918395996094
2015-07-13,292.0539855957031,110.98999786376953,175.3433837890625
2015-07-14,287.4639892578125,110.73999786376953,176.1039581298828
2015-07-15,285.8290100097656,110.16000366210938,176.04547119140625
2015-07-16,278.0889892578125,109.76000213623047,177.45814514160156
2015-07-17,279.47198486328125,108.6500015258789,177.60862731933594
2015-07-20,278.9809875488281,105.69999694824219,177.70054626464844
2015-07-21,275.8330078125,105.37000274658203,176.99838256835938
2015-07-22,277.22198486328125,104.80000305175781,176.68080139160156
2015-07-23,276.04901123046875,104.33000183105469,175.6860809326172
2015-07-24,288.27801513671875,105.3499984741211,173.8638153076172
2015-07-27,293.6239929199219,104.86000061035156,172.8524169921875
2015-07-28,294.427001953125,105.0199966430664,174.97561645507812
2015-07-29,289.5899963378906,105.16999816894531,176.17921447753906
2015-07-30,287.72198486328125,104.2699966430664,176.22108459472656
2015-07-31,284.6499938964844,104.93000030517578,175.9535675048828
2015-08-03,281.22698974609375,104.0999984741211,175.36009216308594
2015-08-04,285.2179870605469,104.30999755859375,175.0173797607422
2015-08-05,281.8819885253906,103.93000030517578,175.59414672851562
2015-08-06,278.5769958496094,104.38999938964844,174.15646362304688
2015-08-07,279.5849914550781,104.6500015258789,173.82205200195312
2015-08-10,264.4700012207031,105.72000122070312,176.01206970214844
2015-08-11,270.385986328125,106.26000213623047,174.4238739013672
2015-08-12,266.3760070800781,107.75,174.63282775878906
2015-08-13,264.0799865722656,106.86000061035156,174.41555786132812
2015-08-14,265.67999267578125,106.8499984741211,175.0508270263672
2015-08-17,257.97601318359375,107.12999725341797,176.02879333496094
2015-08-18,211.07899475097656,107.11000061035156,175.51889038085938
2015-08-19,226.6840057373047,108.55000305175781,174.13133239746094
2015-08-20,235.35000610351562,110.44000244140625,170.49520874023438
2015-08-21,232.56900024414062,111.12999725341797,165.36294555664062
2015-08-24,210.4949951171875,110.52999877929688,158.39999389648438
2015-08-25,221.60899353027344,109.16000366210938,156.53599548339844
2015-08-26,225.83099365234375,107.66999816894531,162.54595947265625
2015-08-27,224.7689971923828,107.7300033569336,166.5665740966797
2015-08-28,231.39599609375,108.69999694824219,166.574951171875
2015-08-31,230.05599975585938,108.81999969482422,165.2291717529297
2015-09-01,228.12100219726562,109.19999694824219,160.2974395751953
2015-09-02,229.28399658203125,108.62000274658203,163.340087890625
2015-09-03,227.18299865722656,107.83999633789062,163.4570770263672
2015-09-04,230.29800415039062,107.48999786376953,160.9828643798828
2015-09-08,243.60699462890625,107.5199966430664,165.02853393554688
2015-09-09,238.16799926757812,106.12999725341797,162.82180786132812
2015-09-10,238.4770050048828,106.37999725341797,163.7078857421875
2015-09-11,240.10699462890625,106.16000366210938,164.45179748535156
2015-09-14,230.6439971923828,106.22000122070312,163.8415985107422
2015-09-15,230.3040008544922,105.9000015258789,165.8895721435547
2015-09-16,229.09100341796875,107.30999755859375,167.32723999023438
2015-09-17,229.80999755859375,108.41000366210938,166.95108032226562
2015-09-18,232.97500610351562,109.20999908447266,164.2228546142578
2015-09-21,227.0850067138672,108.52999877929688,165.0714569091797
2015-09-22,230.6179962158203,107.79000091552734,162.92889404296875
2015-09-23,230.2830047607422,108.22000122070312,162.66847229003906
2015-09-24,234.5290069580078,110.48999786376953,162.08023071289062
2015-09-25,235.1439971923828,109.80999755859375,162.0382843017578
2015-09-28,239.14199829101562,108.41999816894531,157.97149658203125
2015-09-29,236.68699645996094,107.9800033569336,158.06398010253906
2015-09-30,236.05999755859375,106.86000061035156,161.01318359375
2015-10-01,237.5489959716797,106.7300033569336,161.4333038330078
2015-10-02,237.29299926757812,108.98999786376953,163.84474182128906
2015-10-05,240.38299560546875,108.7699966430664,166.76036071777344
2015-10-06,246.06300354003906,109.86000061035156,166.18899536132812
2015-10-07,242.968994140625,109.69999694824219,167.5501708984375
2015-10-08,242.3040008544922,109.13999938964844,169.06259155273438
2015-10-09,243.93099975585938,110.87000274658203,169.1634521484375
2015-10-12,245.30799865722656,111.30999755859375,169.32305908203125
2015-10-13,249.50799560546875,111.86000061035156,168.25595092773438
2015-10-14,251.98899841308594,113.80999755859375,167.44935607910156
2015-10-15,254.32000732421875,113.29000091552734,170.02049255371094
2015-10-16,262.8689880371094,112.48999786376953,170.79342651367188
2015-10-19,263.43701171875,112.0199966430664,170.8774871826172
2015-10-20,269.4630126953125,112.7300033569336,170.65902709960938
2015-10-21,266.2720031738281,111.7300033569336,169.60028076171875
2015-10-22,274.02301025390625,111.69000244140625,172.4654998779297
2015-10-23,276.4960021972656,111.5,174.35598754882812
2015-10-26,285.29998779296875,111.43000030517578,173.92750549316406
2015-10-27,293.7879943847656,111.68000030517578,173.5914764404297
2015-10-28,304.6180114746094,110.77999877929688,175.5659637451172
2015-10-29,313.8550109863281,109.72000122070312,175.4651336669922
2015-10-30,328.0150146484375,109.30000305175781,174.7089385986328
2015-11-02,361.1889953613281,108.58999633789062,176.77586364746094
2015-11-03,403.4169921875,106.9800033569336,177.28843688964844
2015-11-04,411.56298828125,105.97000122070312,176.75064086914062
2015-11-05,386.35400390625,105.63999938964844,176.57421875
2015-11-06,374.4700012207031,104.0999984741211,176.4817657470703
2015-11-09,380.2569885253906,104.4000015258789,174.83489990234375
2015-11-10,336.8190002441406,104.18000030517578,175.2382354736328
2015-11-11,311.0840148925781,103.83000183105469,174.54931640625
2015-11-12,338.1520080566406,103.8499984741211,172.1125946044922
2015-11-13,336.75299072265625,103.55999755859375,170.18006896972656
2015-11-16,330.7510070800781,103.70999908447266,172.7679901123047
2015-11-17,335.093994140625,102.33999633789062,172.64195251464844
2015-11-18,334.5899963378906,102.43000030517578,175.381103515625
2015-11-19,326.14898681640625,103.55999755859375,175.22987365722656
2015-11-20,322.0220031738281,103.08999633789062,175.868408203125
2015-11-23,323.0459899902344,102.26000213623047,175.66676330566406
2015-11-24,320.0459899902344,102.94000244140625,175.90203857421875
2015-11-25,328.20599365234375,102.45999908447266,175.87684631347656
2015-11-27,358.0419921875,101.25,176.07850646972656
2015-11-30,377.3210144042969,101.91999816894531,175.34744262695312
2015-12-01,362.4880065917969,102.27999877929688,177.01950073242188
2015-12-02,359.18701171875,100.69000244140625,175.21304321289062
2015-12-03,361.0459899902344,101.76000213623047,172.75955200195312
2015-12-04,363.1830139160156,104.0199966430664,176.12889099121094
2015-12-07,395.5360107421875,102.66999816894531,175.06185913085938
2015-12-08,415.56298828125,102.83999633789062,173.88552856445312
2015-12-09,417.56298828125,102.63999938964844,172.53271484375
2015-12-10,415.47900390625,102.55000305175781,172.97805786132812
2015-12-11,451.93798828125,103.11000061035156,169.6255340576172
2015-12-14,444.1820068359375,101.79000091552734,170.48257446289062
2015-12-15,465.3210144042969,101.5199966430664,172.27220153808594
2015-12-16,454.9339904785156,102.75,174.79293823242188
2015-12-17,456.0780029296875,100.5,172.1294403076172
2015-12-18,463.6159973144531,102.04000091552734,169.0629119873047
2015-12-21,438.6390075683594,103.1500015258789,170.45751953125
2015-12-22,436.5719909667969,102.61000061035156,172.00425720214844
2015-12-23,442.4010009765625,102.30999755859375,174.13430786132812
2015-12-24,454.9849853515625,103.05000305175781,173.84695434570312
2015-12-28,422.27899169921875,102.2699966430664,173.44961547851562
2015-12-29,432.9830017089844,102.19999694824219,175.3007354736328
2015-12-30,426.6199951171875,101.41999816894531,174.05825805664062
2015-12-31,430.5669860839844,101.45999908447266,172.31700134277344
2016-01-04,433.09100341796875,102.88999938964844,169.9081573486328
2016-01-05,431.9599914550781,103.18000030517578,170.19554138183594
2016-01-06,429.1050109863281,104.66999816894531,168.04864501953125
2016-01-07,458.0480041503906,106.1500015258789,164.0168914794922
2016-01-08,453.2300109863281,105.68000030517578,162.2165985107422
2016-01-11,448.4280090332031,104.73999786376953,162.37718200683594
2016-01-12,435.69000244140625,104.20999908447266,163.68722534179688
2016-01-13,432.3710021972656,104.72000122070312,159.6048126220703
2016-01-14,430.3059997558594,103.0199966430664,162.2250518798828
2016-01-15,364.33099365234375,104.08000183105469,158.7427215576172
2016-01-19,380.14898681640625,103.9800033569336,158.95399475097656
2016-01-20,420.2300109863281,105.37000274658203,156.91693115234375
2016-01-21,410.2619934082031,105.48999786376953,157.79600524902344
2016-01-22,382.49200439453125,105.0,161.0332489013672
2016-01-25,391.72601318359375,106.08000183105469,158.59896850585938
2016-01-26,392.15301513671875,107.29000091552734,160.76271057128906
2016-01-27,394.97198486328125,107.69000244140625,159.01319885253906
2016-01-28,380.28900146484375,106.54000091552734,159.8414764404297
2016-01-29,379.4739990234375,106.94999694824219,163.7379608154297
2016-02-01,373.0559997558594,108.05000305175781,163.67880249023438
2016-02-02,374.447998046875,108.08999633789062,160.72897338867188
2016-02-03,369.9490051269531,109.25,161.6925048828125
2016-02-04,389.593994140625,110.56999969482422,161.9460906982422
2016-02-05,386.54901123046875,112.31999969482422,158.8609619140625
2016-02-08,373.4469909667969,113.83000183105469,156.7225799560547
2016-02-09,376.02899169921875,113.58000183105469,156.7310028076172
2016-02-10,381.64898681640625,114.45999908447266,156.5957794189453
2016-02-11,379.65399169921875,119.05999755859375,154.5587615966797
2016-02-12,384.26300048828125,118.36000061035156,157.74526977539062
2016-02-16,407.4880065917969,114.7699966430664,160.40774536132812
2016-02-17,416.3219909667969,115.4800033569336,163.02804565429688
2016-02-18,422.37298583984375,118.29000091552734,162.3602294921875
2016-02-19,420.7850036621094,117.58000183105469,162.28414916992188
2016-02-22,437.74798583984375,115.48999786376953,164.63388061523438
2016-02-23,420.7359924316406,117.22000122070312,162.55470275878906
2016-02-24,424.9549865722656,117.61000061035156,163.2984619140625
2016-02-25,424.54400634765625,117.91999816894531,165.2763214111328
2016-02-26,432.1520080566406,117.11000061035156,164.8959197998047
2016-02-29,437.6969909667969,118.63999938964844,163.602783203125
2016-03-01,435.12298583984375,117.7699966430664,167.44851684570312
2016-03-02,423.989013671875,118.68000030517578,168.20079040527344
2016-03-03,421.6510009765625,120.7300033569336,168.86007690429688
2016-03-04,410.9389953613281,120.54000091552734,169.40948486328125
2016-03-07,414.3210144042969,121.13999938964844,169.54470825195312
2016-03-08,413.97198486328125,120.58000183105469,167.6936798095703
2016-03-09,414.8599853515625,119.58000183105469,168.52200317382812
2016-03-10,417.1310119628906,121.5,168.6572265625
2016-03-11,421.69000244140625,119.41000366210938,171.3788604736328
2016-03-14,416.43798828125,117.87000274658203,171.15911865234375
2016-03-15,416.8299865722656,117.95999908447266,170.880126953125
2016-03-16,417.010986328125,120.58999633789062,171.8690643310547
2016-03-17,420.6210021972656,120.12999725341797,172.95944213867188
2016-03-18,409.5480041503906,119.80000305175781,173.63909912109375
2016-03-21,413.3070068359375,118.95999908447266,173.88548278808594
2016-03-22,418.0889892578125,119.30999755859375,173.79202270507812
2016-03-23,418.0409851074219,116.61000061035156,172.64512634277344
2016-03-24,416.3940124511719,116.33000183105469,172.568603515625
2016-03-28,424.2309875488281,116.5999984741211,172.67054748535156
2016-03-29,416.5159912109375,118.76000213623047,174.26783752441406
2016-03-30,414.8160095214844,117.0999984741211,175.0324249267578
2016-03-31,416.72900390625,117.63999938964844,174.60765075683594
2016-04-01,417.9599914550781,116.93000030517578,175.79705810546875
2016-04-04,421.4440002441406,116.1500015258789,175.22781372070312
2016-04-05,424.0299987792969,117.66000366210938,173.4777069091797
2016-04-06,423.4129943847656,116.94000244140625,175.37229919433594
2016-04-07,422.7449951171875,118.61000061035156,173.27374267578125
2016-04-08,420.3489990234375,118.43000030517578,173.74105834960938
2016-04-11,422.4830017089844,120.02999877929688,173.33322143554688
2016-04-12,425.19000244140625,120.05000305175781,174.9474639892578
2016-04-13,423.7340087890625,118.7699966430664,176.714599609375
2016-04-14,424.2820129394531,117.11000061035156,176.72311401367188
2016-04-15,429.7130126953125,117.91999816894531,176.52772521972656
2016-04-18,428.59100341796875,117.73999786376953,177.7681121826172
2016-04-19,435.5090026855469,119.58000183105469,178.328857421875
2016-04-20,441.3890075683594,118.97000122070312,178.49871826171875
2016-04-21,449.42498779296875,119.41999816894531,177.53872680664062
2016-04-22,445.73699951171875,117.88999938964844,177.53872680664062
2016-04-25,461.4259948730469,118.2300033569336,177.2328643798828
2016-04-26,466.0889892578125,118.69999694824219,177.49624633789062
2016-04-27,444.68701171875,119.04000091552734,177.86155700683594
2016-04-28,449.010986328125,121.29000091552734,176.247314453125
2016-04-29,455.09698486328125,123.6500015258789,175.29583740234375
2016-05-02,444.66900634765625,123.23999786376953,176.6891326904297
2016-05-03,450.3039855957031,122.95999908447266,175.1513214111328
2016-05-04,446.72198486328125,122.20999908447266,174.17434692382812
2016-05-05,447.97601318359375,122.06999969482422,174.14036560058594
2016-05-06,459.6029968261719,123.18000030517578,174.777587890625
2016-05-09,460.4830017089844,120.6500015258789,174.92196655273438
2016-05-10,450.8949890136719,120.9800033569336,177.096923828125
2016-05-11,452.7279968261719,122.12000274658203,175.44024658203125
2016-05-12,454.7659912109375,121.16000366210938,175.49119567871094
2016-05-13,455.6700134277344,121.70999908447266,173.96189880371094
2016-05-16,454.1629943847656,121.80000305175781,175.67813110351562
2016-05-17,453.7829895019531,122.22000122070312,174.03842163085938
2016-05-18,454.6189880371094,120.0999984741211,174.08938598632812
2016-05-19,438.7149963378906,119.87000274658203,173.4861297607422
2016-05-20,442.6759948730469,119.70999908447266,174.5821533203125
2016-05-23,444.1549987792969,119.37000274658203,174.34425354003906
2016-05-24,445.9809875488281,117.30000305175781,176.60415649414062
2016-05-25,449.5989990234375,116.9800033569336,177.80209350585938
2016-05-26,453.3840026855469,116.58000183105469,177.85304260253906
2016-05-27,473.4639892578125,115.62000274658203,178.61766052246094
2016-05-31,531.385986328125,116.05999755859375,178.27784729003906
2016-06-01,536.9199829101562,115.94000244140625,178.64317321777344
2016-06-02,537.9719848632812,115.66999816894531,179.18690490722656
2016-06-03,569.1939697265625,118.87999725341797,178.65170288085938
2016-06-06,585.5369873046875,118.91999816894531,179.56076049804688
2016-06-07,576.5969848632812,118.81999969482422,179.8411102294922
2016-06-08,581.64501953125,120.58000183105469,180.42730712890625
2016-06-09,574.6300048828125,121.25,180.180908203125
2016-06-10,577.469970703125,121.73999786376953,178.47328186035156
2016-06-13,704.3759765625,122.63999938964844,177.096923828125
2016-06-14,685.5590209960938,122.7699966430664,176.7485809326172
2016-06-15,694.468994140625,123.68000030517578,176.502197265625
2016-06-16,766.3079833984375,122.37999725341797,177.0289306640625
2016-06-17,748.9089965820312,123.94999694824219,176.3696746826172
2016-06-20,737.2260131835938,123.20999908447266,177.50547790527344
2016-06-21,666.6519775390625,120.83999633789062,178.00941467285156
2016-06-22,596.1160278320312,120.9000015258789,177.71900939941406
2016-06-23,623.9769897460938,120.11000061035156,180.0333251953125
2016-06-24,665.2990112304688,126.0,173.5685272216797
2016-06-27,655.2750244140625,126.68000030517578,170.45994567871094
2016-06-28,647.0009765625,125.31999969482422,173.5343475341797
2016-06-29,639.8900146484375,125.83999633789062,176.48922729492188
2016-06-30,673.3369750976562,126.47000122070312,178.89749145507812
2016-07-01,676.2960205078125,128.41000366210938,179.2732696533203
2016-07-05,670.6270141601562,129.47000122070312,177.98374938964844
2016-07-06,677.3309936523438,130.22999572753906,179.05126953125
2016-07-07,640.56201171875,129.74000549316406,178.9402313232422
2016-07-08,666.5230102539062,130.52000427246094,181.60472106933594
2016-07-11,647.6589965820312,129.2899932861328,182.24522399902344
2016-07-12,664.551025390625,127.1500015258789,183.56900024414062
2016-07-13,654.468017578125,128.32000732421875,183.54331970214844
2016-07-14,658.0780029296875,127.33000183105469,184.568115234375
2016-07-15,663.2550048828125,126.83999633789062,184.32052612304688
2016-07-18,673.1060180664062,127.04000091552734,184.8158416748047
2016-07-19,672.864013671875,127.20999908447266,184.62789916992188
2016-07-20,665.6849975585938,125.38999938964844,185.39651489257812
2016-07-21,665.0120239257812,127.30000305175781,184.6962127685547
2016-07-22,650.6190185546875,126.3499984741211,185.52464294433594
2016-07-25,654.0969848632812,125.47000122070312,185.02076721191406
2016-07-26,651.7839965820312,126.0,185.10618591308594
2016-07-27,654.3519897460938,128.02999877929688,184.90977478027344
2016-07-28,655.0349731445312,127.66000366210938,185.1232452392578
2016-07-29,656.9920043945312,128.97999572753906,185.42213439941406
2016-08-01,606.27197265625,129.22000122070312,185.26844787597656
2016-08-02,547.4650268554688,130.27000427246094,184.0813751220703
2016-08-03,566.35498046875,129.64999389648438,184.61936950683594
2016-08-04,578.2890014648438,129.8699951171875,184.8158416748047
2016-08-05,575.0430297851562,127.55000305175781,186.327392578125
2016-08-08,591.0540161132812,127.44000244140625,186.2163848876953
2016-08-09,587.801025390625,127.95999908447266,186.327392578125
2016-08-10,592.10302734375,128.55999755859375,185.8662109375
2016-08-11,589.1199951171875,127.66999816894531,186.7288055419922
2016-08-12,587.5590209960938,127.4000015258789,186.56651306152344
2016-08-15,567.239990234375,127.83999633789062,187.10452270507812
2016-08-16,577.4390258789062,128.47000122070312,186.1395721435547
2016-08-17,573.2160034179688,128.5,186.48965454101562
2016-08-18,574.3179931640625,129.11000061035156,186.90809631347656
2016-08-19,575.6300048828125,127.97000122070312,186.6348419189453
2016-08-22,586.7529907226562,127.77999877929688,186.6262969970703
2016-08-23,583.4149780273438,127.76000213623047,187.00204467773438
2016-08-24,580.1820068359375,126.33999633789062,186.04556274414062
2016-08-25,577.760986328125,126.2300033569336,185.91748046875
2016-08-26,579.6510009765625,126.05000305175781,185.5673370361328
2016-08-29,574.1069946289062,126.30000305175781,186.48114013671875
2016-08-30,577.5029907226562,125.02999877929688,186.17367553710938
2016-08-31,575.4719848632812,124.77999877929688,185.64419555664062
2016-09-01,572.302978515625,125.29000091552734,185.6527099609375
2016-09-02,575.5369873046875,126.56999969482422,186.48965454101562
2016-09-06,610.4359741210938,128.7100067138672,187.05332946777344
2016-09-07,614.5440063476562,128.27000427246094,187.03622436523438
2016-09-08,626.3159790039062,127.58999633789062,186.60923767089844
2016-09-09,622.8610229492188,126.75,182.14279174804688
2016-09-12,608.2429809570312,126.58999633789062,184.7560272216797
2016-09-13,609.2410278320312,125.75,182.1000213623047
2016-09-14,610.6840209960938,126.18000030517578,182.03176879882812
2016-09-15,607.155029296875,125.37000274658203,183.85079956054688
2016-09-16,606.9730224609375,125.05999755859375,183.14004516601562
2016-09-19,609.2269897460938,125.31999969482422,183.17437744140625
2016-09-20,608.31201171875,125.44000244140625,183.1829833984375
2016-09-21,597.1489868164062,127.2699966430664,185.24301147460938
2016-09-22,596.2979736328125,127.56999969482422,186.41026306152344
2016-09-23,602.8419799804688,127.6500015258789,185.38888549804688
2016-09-26,608.0430297851562,127.55000305175781,183.8867950439453
2016-09-27,606.166015625,126.62000274658203,185.02838134765625
2016-09-28,604.72802734375,126.22000122070312,185.94679260253906
2016-09-29,605.6929931640625,126.06999969482422,184.26443481445312
2016-09-30,609.7349853515625,125.63999938964844,185.65496826171875
2016-10-03,612.1329956054688,125.31999969482422,185.2086639404297
2016-10-04,610.2039794921875,120.97000122070312,184.26443481445312
2016-10-05,612.510986328125,120.77999877929688,185.07989501953125
2016-10-06,613.02099609375,119.66000366210938,185.2086639404297
2016-10-07,617.1209716796875,119.73999786376953,184.57345581054688
2016-10-10,618.9940185546875,120.16000366210938,185.53485107421875
2016-10-11,641.072021484375,119.55000305175781,183.1915740966797
2016-10-12,636.1920166015625,119.73999786376953,183.43194580078125
2016-10-13,636.7860107421875,120.02999877929688,182.83108520507812
2016-10-14,640.3779907226562,119.36000061035156,182.9254913330078
2016-10-17,639.1929931640625,119.68000030517578,182.2903289794922
2016-10-18,637.9600219726562,120.41999816894531,183.43194580078125
2016-10-19,630.52001953125,121.11000061035156,183.92117309570312
2016-10-20,630.8569946289062,120.73999786376953,183.5778045654297
2016-10-21,632.8280029296875,120.83000183105469,183.66368103027344
